"","catchment_no","criteria","n_windows","sd_windows","nrmse","r2","nse","kge","longitude","latitude","region"
"28","101","best_aic","3","0.374165738677394","1.12782823401565","0.230955474354695","0.230955474354695","0.312961836724756","-103.9416733","54.56111145","NA"
"29","101","best_bic","2","0.408248290463863","1.10990584574299","0.248203572020715","0.248203572020715","0.302978954831825","-103.9416733","54.56111145","NA"
"30","101","best_rmse","3","0.408248290463863","1.11586683098669","0.22177649011082","0.22177649011082","0.311157728662365","-103.9416733","54.56111145","NA"
"31","1011","best_aic","2","0.506622805119022","4.40149356523813","-1.7303851739065","-1.7303851739065","-1.42564076532456","-113.663543701","49.9541282654","NA"
"32","1011","best_bic","2","0.489897948556636","4.55793844328087","-2.05816176172014","-2.05816176172014","-1.63332599123883","-113.663543701","49.9541282654","NA"
"33","1011","best_rmse","2","0.509901951359279","4.29563286781171","-1.70554610267949","-1.70554610267949","-1.34882652515643","-113.663543701","49.9541282654","NA"
"34","1013","best_aic","3","0.802080627701064","1.37034362139801","0.0408715510575043","0.0408715510575043","-0.0382836541971353","-113.839401245","49.113658905","NA"
"35","1013","best_bic","2","0.7","1.37879685432849","0.0281800450993135","0.0281800450993135","-0.0389087319785595","-113.839401245","49.113658905","NA"
"36","1013","best_rmse","3","0.522812904711937","1.380559406152","0.030394863850536","0.030394863850536","-0.0431966632031223","-113.839401245","49.113658905","NA"
"37","1015","best_aic","2","0.276887462097269","5.26562983060685","0.00621145855107552","0.00621145855107552","-0.152812379504358","-112.954269409","49.566280365","NA"
"38","1015","best_bic","2","0.439696865275764","5.39140771858517","-0.00246977583060119","-0.00246977583060119","-0.222727835139982","-112.954269409","49.566280365","NA"
"39","1015","best_rmse","2","0.522812904711937","5.60073219014057","-0.0278389445987141","-0.0278389445987141","-0.310103002603699","-112.954269409","49.566280365","NA"
"40","1016","best_aic","3","0.374165738677394","2.69866429852007","-0.0968436347507561","-0.0968436347507561","0.068298996849638","-113.142562866","49.1250114441","NA"
"41","1016","best_bic","2","0.408248290463863","2.55393596186833","-0.0565810272342043","-0.0565810272342043","0.125944124485867","-113.142562866","49.1250114441","NA"
"42","1016","best_rmse","3","0.33166247903554","2.60025690596637","-0.0685229088961589","-0.0685229088961589","0.110361984893336","-113.142562866","49.1250114441","NA"
"43","1019","best_aic","2","0.33166247903554","4.95793903763214","-0.103714034033657","-0.103714034033657","-0.200192857659035","-110.507110596","49.8877792358","NA"
"44","1019","best_bic","2","0.489897948556636","4.96278565402868","-0.14728208233275","-0.14728208233275","-0.185289757342797","-110.507110596","49.8877792358","NA"
"45","1019","best_rmse","3","0.476095228569523","4.92855802158717","-0.154473487259405","-0.154473487259405","-0.180764713612789","-110.507110596","49.8877792358","NA"
"46","102","best_aic","3","0.476095228569523","1.3638484611564","0.00790156845935169","0.00790156845935169","-0.199508252142818","-123.0355606","54.99583054","NA"
"47","102","best_bic","3","0.458257569495584","1.36806540321488","0.0132024404109182","0.0132024404109182","-0.181396135269962","-123.0355606","54.99583054","NA"
"48","102","best_rmse","3","0.408248290463863","1.33504439771126","0.0496608766312266","0.0496608766312266","-0.143512134385468","-123.0355606","54.99583054","NA"
"49","1020","best_aic","2","0.53851648071345","12.4004089120891","-0.0203520914328701","-0.0203520914328701","-0.574598320663611","-110.257591248","50.1634788513","NA"
"50","1020","best_bic","1","0","11.4543726368279","-0.0107287330130949","-0.0107287330130949","-0.572536984318672","-110.257591248","50.1634788513","NA"
"51","1020","best_rmse","3","0.408248290463863","11.7444939556464","-0.0308486286711511","-0.0308486286711511","-0.655758157444538","-110.257591248","50.1634788513","NA"
"52","1022","best_aic","2","0.734846922834953","1.03741866165193","0.125513721359095","0.125513721359095","0.125680313178831","-115.571769714","51.1722297668","NA"
"53","1022","best_bic","2","0.645497224367903","1.035312863829","0.123715711904034","0.123715711904034","0.121238822328976","-115.571769714","51.1722297668","NA"
"54","1022","best_rmse","3","0.435889894354067","1.03149320199344","0.121727259470268","0.121727259470268","0.115174237213235","-115.571769714","51.1722297668","NA"
"55","1030","best_aic","3","0.5","1.15997454628123","0.245456917213209","0.245456917213209","0.379189896584876","-114.570953369","50.948928833","NA"
"56","1030","best_bic","2","0.458257569495584","1.21707328207247","0.268353889281518","0.268353889281518","0.353024478312217","-114.570953369","50.948928833","NA"
"57","1030","best_rmse","3","0.476095228569523","1.17105688885731","0.256534654913638","0.256534654913638","0.368802706839293","-114.570953369","50.948928833","NA"
"58","1031","best_aic","3","0.5","1.18166014055546","0.0623371707416431","0.0623371707416431","0.370324433295077","-114.169723511","50.9268798828","NA"
"59","1031","best_bic","2","0.435889894354067","1.24215070277943","0.137075803842057","0.137075803842057","0.356012385085855","-114.169723511","50.9268798828","NA"
"60","1031","best_rmse","2","0.509901951359279","1.18574697275028","0.12193003343924","0.12193003343924","0.376980926110221","-114.169723511","50.9268798828","NA"
"61","1032","best_aic","2","0.5","3.41315677787192","-0.712584533359146","-0.712584533359146","-0.168974076100761","-114.326843262","50.885471344","NA"
"62","1032","best_bic","2","0.408248290463863","3.41240609874413","-0.798738704797662","-0.798738704797662","-0.187350384883334","-114.326843262","50.885471344","NA"
"63","1032","best_rmse","2","0.476095228569523","3.36769251261043","-1.07910037674272","-1.07910037674272","-0.291856863529637","-114.326843262","50.885471344","NA"
"64","1034","best_aic","3","0.476095228569523","2.32511240760924","-0.160881724236418","-0.160881724236418","-0.00728230938893398","-114.278739929","50.7711296082","NA"
"65","1034","best_bic","2","0.458257569495584","2.36136178460181","-0.271443221565275","-0.271443221565275","-0.0519183083084659","-114.278739929","50.7711296082","NA"
