gridcode,country,longitude,latitude,station_name,station_id,area_km2
1930,US,-96.31728,39.77304,"BLACK VERMILLION R NR FRANKFORT, KS",6885500,1075.16209528793
1931,US,-96.31369,38.95412,"MILL C NR PAXICO, KS",6888500,842.537936652015
1932,US,-95.91898,39.40967,"SOLDIER C NR DELIA, KS",6889200,406.490528415431
1933,US,-95.86072,39.32148,"SOLDIER C NR TOPEKA, KS",6889500,766.042984094874
1934,US,-95.18342,39.34979,"STRANGER C NR TONGANOXIE, KS",6892000,1091.62359117067
1935,US,-93.44752,40.91745,"Chariton River near Chariton, IA",6903400,483.01112900151
1936,US,-93.13386,38.56512,"Lamine River near Otterville, MO",6906800,1411.98647181766
1937,US,-96.08729,38.69901,"MARAIS DES CYGNES R NR READING, KS",6910800,444.585009974077
1938,US,-95.97568,38.78887,"DRAGOON C NR BURLINGAME, KS",6911900,291.334266100509
1939,US,-94.97615,38.01957,"L OSAGE R AT FULTON, KS",6917000,767.516877635072
1940,US,-93.73992,37.2418,"Turnback Creek above Greenfield, MO",6918460,650.770385205017
1941,US,-93.99149,37.64113,"Cedar Creek near Pleasant View, MO",6919500,1069.86943757512
1942,US,-93.18724,37.46792,"Pomme de Terre River near Polk, MO",6921070,716.892147958578
1943,US,-93.18296,37.68839,"Lindley Creek near Polk, MO",6921200,328.764648885044
1944,US,-92.2172,37.57759,"Gasconade River near Rich Fountain, MO",6934000,8267.67751325163
1945,US,-91.3531,37.81983,"Meramec River near Sullivan, MO",7014500,3851.25503411481
1946,US,-93.11556,35.93055,"Buffalo River near St. Joe, AR",7056000,2147.77271072282
1947,US,-92.10894,36.85725,"North Fork River near Tecumseh, MO",7057500,1456.48952124331
1948,US,-92.28132,36.04117,"North Sylamore Creek near Fifty Six, AR",7060710,152.359213814693
1949,US,-91.65536,37.0933,"Jacks Fork at Eminence, MO",7066000,1050.67996350549
1950,US,-91.47548,37.22114,"Current River at Van Buren, MO",7067000,4343.28847029952
1951,US,-91.38675,37.1495,"Current River at Doniphan, MO",7068000,5313.03083742802
1952,US,-91.54155,36.85366,"Eleven Point River near Bardley, MO",7071500,2030.33764729759
1953,US,-106.45968,39.15028,"HALFMOON CREEK NEAR MALTA, CO.",7083000,66.2815051824273
1954,US,-99.2974,37.68284,"RATTLESNAKE C NR MACKSVILLE, KS",7142300,1923.43067546988
1955,US,-97.5656,37.37125,"SLATE C AT WELLINGTON, KS",7145700,400.651859931909
1956,US,-99.03979,37.10984,"Salt Fork Arkansas River nr Alva, OK",7148400,2560.53733583004
1957,US,-98.84362,37.38117,"MEDICINE LODGE R NR KIOWA, KS",7149000,2263.97459960549
1958,US,-98.08738,37.39766,"CHIKASKIA R NR CORBIN, KS",7151500,2111.83432311785
1959,US,-96.37992,37.67957,"OTTER C AT CLIMAX, KS",7167500,321.130838451355
1960,US,-96.77742,38.13105,"CEDAR C NR CEDAR POINT, KS",7180500,275.782676136337
1961,US,-94.91913,37.4319,"LIGHTNING C NR MCCUNE, KS",7184000,514.828860890857
1962,US,-94.40074,36.28178,"Flint Creek at Springtown, AR",7195800,38.5765187868168
1963,US,-94.42183,35.88244,"Baron Fork at Dutch Mills, AR",7196900,106.547536290459
1964,US,-94.59373,35.92054,"Baron Fork at Eldon, OK",7197000,807.522456198552
1965,US,-105.12278,36.39679,"RAYADO CREEK NEAR CIMARRON, NM",7208500,159.695279741199
1966,US,-103.84928,36.02758,"UTE CREEK NEAR LOGAN, NM",7226500,5245.94028682384
1967,US,-92.25418,35.41851,"Cadron Creek near Guy, AR",7261000,455.948193592535
1968,US,-92.84509,34.89321,"Maumelle River at Williams Junction, AR",7263295,119.082750848948
1969,US,-90.55026,31.93773,"BAYOU PIERRE NR WILLOWS, MS",7290650,1694.64430750576
1970,US,-90.71334,31.65003,"HOMOCHITTO RIVER AT EDDICETON, MS",7291000,482.234700655724
1971,US,-90.8272,31.50518,"HOMOCHITTO RIVER AT ROSETTA, MS",7292500,2076.589017654
1972,US,-91.18492,31.17087,"BUFFALO RIVER NR WOODVILLE, MS",7295000,466.885728835801
1973,US,-99.96767,34.36296,"Groesbeck Ck at SH 6 nr Quanah, TX",7299670,830.727573083929
1974,US,-100.36455,35.51673,"Sweetwater Ck nr Kelton, TX",7301410,773.72982212671
1975,US,-100.49348,35.36354,"North Fork Red River near Carter, OK",7301500,6885.14019344102
1976,US,-98.12063,33.6511,"E Fk Little Wichita Rv nr Henrietta, TX",7315200,502.713073141037
1977,US,-97.72738,34.24329,"Mud Creek near Courtney, OK",7315700,1491.43515007396
1978,US,-94.5461,34.64761,"Kiamichi River near Big Cedar, OK",7335700,104.134545978388
1979,US,-94.17029,34.42473,"Cossatot River near Vandervoort, AR",7340300,252.137714591143
1980,US,-94.52671,33.01187,"Black Cypress Bayou at Jefferson, TX",7346045,963.179068154007
1981,US,-93.70034,34.44378,"Caddo River near Caddo Gap, AR",7359610,342.439420633207
1982,US,-92.98727,33.38465,"SMACKOVER CREEK NEAR SMACKOVER, ARK.",7362100,996.758150601366
1983,US,-92.99225,34.80462,"Alum Fork Saline River near Reform, AR",7362587,70.9182469757357
1984,US,-92.48152,31.57295,"Big Creek at Pollock, LA",7373000,134.290796054928
1985,US,-90.26352,30.77443,"Tchefuncta River near Folsom, LA",7375000,253.301543968069
1986,US,-90.65774,30.87905,"Tickfaw River at Holden, LA",7376000,649.888083980084
1987,US,-92.94477,31.22562,"CALCASIEU RIVER NR GLENMORA, LA",8013000,1300.20904328464
1988,US,-92.98258,30.94477,"Whiskey Chitto Creek Near Oberlin, LA",8014500,1325.04858429334
1989,US,-93.85781,32.04207,"Bayou Grand Cane near Stanley, LA",8023080,198.912468265144
1990,US,-93.4347,31.42961,"Bayou Toro near Toro, LA",8025500,382.750773304066
1991,US,-93.84996,30.9381,"Big Cow Ck nr Newton, TX",8029500,384.219216667328
1992,US,-96.98462,33.62622,"Timber Ck nr Collinsville, TX",8050800,109.211282570968
1993,US,-94.90495,30.83703,"Long King Ck at Livingston, TX",8066200,374.878438561252
1994,US,-94.77758,30.60494,"Menard Ck nr Rye, TX",8066300,390.797746994595
1995,US,-95.29394,30.58203,"E Fk San Jacinto Rv nr Cleveland, TX",8070000,844.715640330441
1996,US,-95.26521,30.5275,"E Fk San Jacinto Rv nr New Caney, TX",8070200,1005.99369533923
1997,US,-101.85858,33.24262,"DMF Brazos Rv at Justiceburg, TX",8079600,3512.31998011144
1998,US,-99.58218,33.27999,"Millers Ck nr Munday, TX",8082700,276.840861790401
1999,US,-99.29992,32.52923,"Hubbard Ck bl Albany, TX",8086212,1590.12903169138
2000,US,-99.05131,32.47544,"Big Sandy Ck abv Breckenridge, TX",8086290,733.388669532348
2001,US,-98.15253,31.50683,"Cowhouse Ck at Pidcoke, TX",8101000,1184.51664957559
2002,US,-98.11479,30.91032,"S Fk Rocky Ck nr Briggs, TX",8103900,86.26324394215
2003,US,-97.97121,30.66586,"S Fk San Gabriel Rv at Georgetown, TX",8104900,347.913993572999
2004,US,-97.11498,30.41359,"Middle Yegua Ck nr Dime Box, TX",8109700,621.676995599357
2005,US,-99.1282,30.46542,"Beaver Ck nr Mason, TX",8150800,562.139284035917
2006,US,-98.0296,30.25722,"Barton Ck at SH 71 nr Oak Hill, TX",8155200,241.487686838623
2007,US,-98.12048,30.1453,"Onion Ck nr Driftwood, TX",8158700,321.119744879749
2008,US,-97.97222,30.16947,"Bear Ck bl FM 1826 nr Driftwood, TX",8158810,33.7373158355136
2009,US,-97.01247,29.30441,"Lavaca Rv nr Edna, TX",8164000,2120.74609965234
2010,US,-96.91521,29.64917,"Navidad Rv nr Hallettsville, TX",8164300,865.394144841778
2011,US,-96.96964,28.95038,"Garcitas Ck nr Inez, TX",8164600,264.075355734539
2012,US,-99.5509,30.05147,"N Fk Guadalupe Rv nr Hunt, TX",8165300,439.984498054599
2013,US,-98.31502,30.04894,"Blanco Rv nr Kyle, TX",8171300,1073.9419805586
2014,US,-97.66095,29.31199,"Sandies Ck nr Westhoff, TX",8175000,1425.29160143082
2015,US,-97.44086,28.95212,"Coleto Ck at Arnold Rd nr Schroeder, TX",8176900,925.545871683891
2016,US,-99.31528,29.81589,"Medina Rv at Bandera, TX",8178880,851.577263938579
2017,US,-97.6094,28.51445,"Mission Rv at Refugio, TX",8189500,1816.53918607272
2018,US,-100.02904,29.79795,"Nueces Rv at Laguna, TX",8190000,1923.16078131933
2019,US,-100.34543,29.78435,"W Nueces Rv nr Brackettville, TX",8190500,1800.69380432103
2020,US,-99.10959,27.75367,"San Casimiro Ck nr Freer, TX",8194200,1233.46259875703
2021,US,-99.72608,29.77502,"Frio Rv at Concan, TX",8195000,1009.89672232359
2022,US,-99.85071,29.61316,"Dry Frio Rv nr Reagan Wells, TX",8196000,344.491186482796
2023,US,-99.5361,29.63586,"Sabinal Rv at Sabinal, TX",8198500,640.770094138333
2024,US,-99.29425,29.6567,"Hondo Ck nr Tarpley, TX",8200000,249.166008978386
2025,US,-99.3681,29.54658,"Seco Ck at Rowe Ranch nr D'Hanis, TX",8202700,430.697793310058
2026,US,-105.4843,36.57883,"RIO HONDO NEAR VALDEZ, NM",8267500,96.8354506843514
2027,US,-105.41104,36.46765,"RIO PUEBLO DE TAOS NEAR TAOS, NM",8269000,163.286866983568
2028,US,-105.46379,36.51731,"RIO LUCERO NEAR ARROYO SECO, NM",8271000,46.3915077992868
2029,US,-106.67371,35.89207,"JEMEZ RIVER NEAR JEMEZ, NM",8324000,1222.21950467436
2030,US,-105.56471,35.8574,"RIO MORA NEAR TERRERO, NM",8377900,139.087038614053
2031,US,-105.62717,35.84974,"PECOS RIVER NEAR PECOS, NM",8378500,444.9969187845
2032,US,-105.43926,35.72501,"GALLINAS CREEK NEAR MONTEZUMA, NM",8380500,199.617133271415
2033,US,-105.90659,39.74828,"BOBTAIL CREEK NEAR JONES PASS, CO.",9034900,21.3957525616525
2034,US,-105.98585,39.81809,"DARLING CREEK NEAR LEAL, CO.",9035800,22.9122814250323
2035,US,-106.0091,39.73013,"SOUTH FORK OF WILLIAMS FORK NEAR LEAL, CO.",9035900,71.6695549538349
2036,US,-105.94456,39.56378,"KEYSTONE GULCH NEAR DILLON, CO.",9047700,24.3711072572858
2037,US,-106.22102,39.63208,"GORE CREEK AT UPPER STATION, NEAR MINTURN, CO.",9065500,37.8080687083727
2038,US,-106.23261,39.57866,"BLACK GORE CREEK NEAR MINTURN, CO.",9066000,32.6289046598233
2039,US,-106.31259,39.67954,"BOOTH CREEK NEAR MINTURN, CO.",9066200,16.1248401949519
2040,US,-106.35886,39.67818,"MIDDLE CREEK NEAR MINTURN, CO.",9066300,15.6779684160196
2041,US,-107.18846,39.10714,"CRYSTAL RIVER AB AVALANCHE C, NEAR REDSTONE, CO.",9081600,436.883264663416
2042,US,-106.62829,38.95066,"TAYLOR RIVER AT TAYLOR PARK, CO.",9107000,331.775242428594
2043,US,-110.54558,42.18357,"FONTENELLE C NR HERSCHLER RANCH, NR FONTENELLE, WY",9210500,398.503355464534
2044,US,-110.72223,42.23443,"HAMS FORK BELOW POLE CREEK, NEAR FRONTIER, WY",9223000,333.857768009997
2045,US,-108.54592,39.89544,"CORRAL GULCH NEAR RANGELY, CO.",9306242,87.7065578948864
2046,US,-111.04445,39.94972,"WHITE RIVER BL TABBYUNE C NEAR SOLDIER SUMMIT, UT",9312600,198.563676949241
2047,US,-107.53186,37.59993,"VALLECITO CREEK NEAR BAYFIELD, CO.",9352900,187.74464705726
2048,US,-109.4215,37.83662,"SOUTH CREEK ABOVE RESERVOIR NEAR MONTICELLO, UT",9378170,21.9924343151217
2049,US,-109.4679,37.78335,"RECAPTURE CREEK NEAR BLANDING, UT",9378630,11.6010575996593
2050,US,-108.47239,35.32126,"RIO NUTRIA NEAR RAMAH, NM",9386900,186.229052938814
2051,US,-112.586,37.41291,"EAST FORK VIRGIN RIVER NEAR GLENDALE, UT",9404450,195.917510543881
2052,US,-108.18896,33.34026,"GILA RIVER NEAR GILA, NM",9430500,4809.57985887858
2053,US,-108.59094,33.2252,"MOGOLLON CREEK NEAR CLIFF, NM",9430600,190.680257507247
2054,US,-109.69413,33.14117,"BONITA CREEK NEAR MORENCI, AZ.",9447800,777.154810569193
2055,US,-110.58471,31.42516,"SANTA CRUZ RIVER NEAR LOCHIEL, AZ.",9480000,269.191641242567
2056,US,-110.77781,32.38747,"SABINO CREEK NEAR TUCSON, AZ.",9484000,98.6527792831036
2057,US,-110.6011,31.86758,"PANTANO WASH NEAR VAIL, AZ.",9484600,1240.15425319449
2058,US,-109.70757,33.86829,"EAST FORK WHITE RIVER NEAR FORT APACHE, AZ.",9492400,120.272488495066
2059,US,-109.83754,33.92041,"WHITE RIVER NEAR FORT APACHE, AZ.",9494000,1628.42742826508
2060,US,-110.50846,34.04412,"CIBECUE CREEK NEAR CHYSOTILE, AZ.",9497800,751.787902476983
2061,US,-110.88509,34.03231,"CHERRY CREEK NEAR GLOBE, AZ.",9497980,516.827866123868
2062,US,-111.51264,34.70001,"WET BEAVER CREEK NEAR RIMROCK, AZ.",9505200,287.445654307741
2063,US,-111.61534,34.82415,"DRY BEAVER CREEK NEAR RIMROCK, AZ.",9505350,369.895241144348
2064,US,-111.42759,34.59887,"WEST CLEAR CREEK NEAR CAMP VERDE, AZ.",9505800,624.727315352687
2065,US,-111.58172,34.17229,"WET BOTTOM CREEK NEAR CHILDS, AZ.",9508300,97.861794344261
2066,US,-111.47289,33.81381,"SYCAMORE CREEK NEAR FORT MCDOWELL, AZ.",9510200,428.195303294516
2067,US,-111.8852,33.95865,"CAVE CREEK BLW COTTONWOOD CR NEAR CAVE CREEK, AZ.",9512280,190.657137340541
2068,US,-111.98727,34.01047,"NEW RIVER NEAR ROCK SPRINGS, AZ.",9513780,190.976207817753
2069,US,-111.34368,41.5837,"BIG CREEK NEAR RANDOLPH, UT",10023000,147.451476565869
2070,US,-112.33161,40.52187,"WEST CANYON CREEK NEAR CEDAR FORT, UT",10166430,2534.53595849364
2071,US,-112.35858,39.93514,"VERNON CREEK NEAR VERNON, UT",10172700,259.82416753471
2072,US,-112.57788,40.50197,"SOUTH WILLOW CREEK NEAR GRANTSVILLE, UT",10172800,76.5132102153482
2073,US,-112.69434,37.62724,"MAMMOTH CREEK ABV WEST HATCH DITCH, NEAR HATCH, UT",10173450,281.68654467433
2074,US,-111.52384,38.97347,"SALINA CREEK NEAR EMERY, UT",10205030,150.918072789101
2075,US,-112.43792,38.28442,"BEAVER RIVER NEAR BEAVER, UT",10234500,238.369523188636
2076,US,-113.19201,37.70364,"COAL CREEK NEAR CEDAR CITY, UT",10242000,1903.41740770237
2077,US,-114.67992,39.23253,"STEPTOE C NR ELY, NV",10244950,28.9243289079067
2078,US,-117.13061,38.78975,"S TWIN R NR ROUND MOUNTAIN, NV",10249300,609.007333690115
2079,US,-116.60202,33.80652,TAHQUITZ C NR PALM SPRINGS CA,10258000,75.7130355156304
2080,US,-116.5111,33.65134,PALM CYN C NR PALM SPRINGS CA,10258500,285.40618756568
2081,US,-116.59863,33.76269,ANDREAS C NR PALM SPRINGS CA,10259000,23.6574645694368
2082,US,-116.3596,33.56089,DEEP C NR PALM DESERT CA,10259200,284.581382037661
2083,US,-117.74868,34.42903,BIG ROCK C NR VALYERMO CA,10263500,310.255563381149
2084,US,-119.84657,39.11748,"CLEAR CREEK NEAR CARSON CITY, NV",10310500,47.6542098852589
2085,US,-115.39398,40.62362,"LAMOILLE C NR LAMOILLE, NV",10316500,90.877362530172
2086,US,-117.4187,41.64141,"MARTIN C NR PARADISE VALLEY, NV",10329500,513.848550443907
2087,US,-120.16849,39.02197,GENERAL C NR MEEKS BAY CA,10336645,20.093583499742
2088,US,-120.20516,39.09663,BLACKWOOD C NR TAHOE CITY CA,10336660,32.456531771564
2089,US,-119.91651,39.05474,"Logan House Ck nr Glenbrook, NV",10336740,7.94152376578393
2090,US,-120.27148,39.42957,SAGEHEN C NR TRUCKEE CA,10343500,27.3365655748366
2091,US,-119.89175,39.33875,GALENA C AT GALENA C STATE PARK,10348850,22.372211686124
2092,US,-118.73118,42.64567,DONNER UND BLITZEN RIVER NR FRENCHGLEN OR,10396000,969.592649482197
2093,US,-118.14938,34.25045,ARROYO SECO NR PASADENA CA,11098000,46.6685144106941
2094,US,-119.78728,34.65655,SANTA CRUZ C NR SANTA YNEZ CA,11124500,192.512866680219
2095,US,-120.52704,35.27825,LOPEZ C NR ARROYO GRANDE CA,11141280,56.053846461548
2096,US,-121.68131,36.24347,BIG SUR R NR BIG SUR CA,11143000,121.322526524309
2097,US,-121.27133,35.90448,NACIMIENTO R BL SAPAQUE C NR BRYSON CA,11148900,386.024582639652
2098,US,-120.8604,36.26131,SAN LORENZO C BL BITTERWATER C NR KING CITY CA,11151300,648.423748923814
2099,US,-122.21675,37.25977,PESCADERO C NR PESCADERO CA,11162500,119.204047587781
2100,US,-121.5492,37.4268,ARROYO VALLE BL LANG CN NR LIVERMORE CA,11176400,336.782793815226
2101,US,-122.00207,37.62082,DRY C A UNION CITY CA,11180500,27.0260309975231
2102,US,-122.05706,37.76372,CULL C AB CULL C RES NR CASTRO VALLEY CA,11180960,17.9938948310611
2103,US,-120.53071,36.2753,LOS GATOS C AB NUNEZ CYN NR COALINGA CA,11224500,325.246238485892
2104,US,-118.86777,37.34034,BEAR C NR LAKE THOMAS A EDISON CA,11230500,142.19293752131
2105,US,-119.16989,37.18005,PITMAN C BL TAMARACK C CA,11237500,65.2068945881188
2106,US,-120.51718,36.39478,CANTUA C NR CANTUA CREEK CA,11253310,235.92418107914
2107,US,-119.42502,37.70889,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,11264500,472.306667476287
2108,US,-119.48658,37.73825,MERCED R A POHONO BRIDGE NR YOSEMITE CA,11266500,836.167411961942
2109,US,-121.2949,37.28551,ORESTIMBA C NR NEWMAN CA,11274500,530.173795915656
2110,US,-121.34566,37.44805,DEL PUERTO C NR PATTERSON CA,11274630,284.394253291782
2111,US,-120.14274,37.81537,BIG C AB WHITES GULCH NR GROVELAND CA,11284400,41.7050135299737
2112,US,-120.61621,37.99671,BLACK C NR COPPEROPOLIS CA,11299600,41.1164902977489
2113,US,-121.67376,40.23865,MILL C NR LOS MOLINOS CA,11381500,341.301971082718
2114,US,-121.61053,40.15139,DEER C NR VINA CA,11383500,634.095972494236
2115,US,-122.72945,39.19985,NF CACHE C A HOUGH SPRING NR CLEARLAKE OAKS CA,11451100,155.47180349873
2116,US,-123.56776,39.43312,NOYO R NR FORT BRAGG CA,11468500,273.605809573869
2117,US,-123.0736,39.78906,MF EEL R NR DOS RIOS CA,11473900,1930.44144675746
2118,US,-123.60395,39.71402,ELDER C NR BRANSCOMB CA,11475560,16.8732767443817
2119,US,-124.02728,40.31625,BULL C NR WEOTT CA,11476600,72.2852261534004
2120,US,-123.63329,40.42245,VAN DUZEN R NR BRIDGEVILLE CA,11478500,574.988826128786
2121,US,-123.24386,40.19288,MAD R AB RUTH RES NR FOREST GLEN CA,11480390,243.154701939821
2122,US,-123.99714,41.02266,LITTLE R NR TRINIDAD CA,11481200,106.845243967527
2123,US,-123.89077,41.06113,REDWOOD C A ORICK CA,11482500,724.010078639018
2124,US,-123.19039,41.29337,SALMON R A SOMES BAR CA,11522500,1946.34113108812
2125,US,-122.64033,41.22828,TRINITY R AB COFFEE C NR TRINITY CTR CA,11523200,385.086063249904
2126,US,-123.23007,40.47025,SF TRINITY R BL HYAMPOM CA,11528700,1982.57959635532
2127,US,-123.86791,41.82748,SMITH R NR CRESCENT CITY CA,11532500,1590.19369609416
2128,US,-123.6762,46.46081,"NASELLE RIVER NEAR NASELLE, WA",12010000,142.606100635471
2129,US,-123.55386,46.56312,"WILLAPA RIVER NEAR WILLAPA, WA",12013500,340.705661281962
2130,US,-123.30769,46.50506,"CHEHALIS RIVER NEAR DOTY, WA",12020000,296.747972669796
2131,US,-122.70713,46.63222,"NEWAUKUM RIVER NEAR CHEHALIS, WA",12025000,410.92356367793
2132,US,-122.53443,46.7305,"SKOOKUMCHUCK RIVER NEAR VAIL, WA",12025700,105.485095044078
2133,US,-123.46073,47.22589,"SATSOP RIVER NEAR SATSOP, WA",12035000,768.996417085701
2134,US,-124.00019,47.64279,"QUEETS RIVER NEAR CLEARWATER, WA",12040500,1155.73475348888
2135,US,-123.90702,47.81638,"HOH RIVER AT US HIGHWAY 101 NEAR FORKS, WA",12041200,662.489101977529
2136,US,-124.17418,47.97022,"CALAWAH RIVER NEAR FORKS, WA",12043000,348.412529929049
2137,US,-123.1907,47.89068,"DUNGENESS RIVER NEAR SEQUIM, WA",12048000,408.235737281947
2138,US,-123.18342,47.66744,"DUCKABUSH RIVER NEAR BRINNON, WA",12054000,178.974084239124
2139,US,-123.37884,47.55524,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",12056500,147.554936160509
2140,US,-122.70479,47.42608,"HUGE CREEK NEAR WAUNA, WA",12073500,15.8200136635411
2141,US,-121.90131,46.74625,"NISQUALLY RIVER NEAR NATIONAL, WA",12082500,360.085039437052
2142,US,-121.90561,46.86965,"PUYALLUP RIVER NEAR ELECTRON, WA",12092000,241.133151609136
2143,US,-121.98308,47.08944,"SOUTH PRAIRIE CREEK AT SOUTH PRAIRIE, WA",12095000,233.354169051879
2144,US,-121.49688,47.31609,"CEDAR RIVER BELOW BEAR CREEK NEAR CEDAR FALLS, WA",12114500,66.5712845522863
2145,US,-121.53458,47.32836,"CEDAR RIVER NEAR CEDAR FALLS, WA",12115000,111.007834809989
2146,US,-121.64408,47.3286,"REX RIVER NEAR CEDAR FALLS, WA",12115500,43.3422020740907
2147,US,-121.78525,47.36518,"TAYLOR CREEK NEAR SELLECK, WA",12117000,45.2195854725986
2148,US,-121.48327,47.51573,"MIDDLE FORK SNOQUALMIE RIVER NEAR TANNER, WA",12141300,404.085706580497
2149,US,-121.54207,47.41115,"SF SNOQUALMIE RIVER AT EDGEWICK, WA",12143600,165.048040907525
2150,US,-121.58986,47.42084,"SF SNOQUALMIE RIVER AT NORTH BEND, WA",12144000,212.76868310442
2151,US,-121.88298,47.48509,"RAGING RIVER NEAR FALL CITY, WA",12145500,83.8900201507791
2156,US,-121.21905,48.61417,"NEWHALEM CREEK NEAR NEWHALEM, WA",12178100,72.5979665483188
2157,US,-121.33279,48.0522,"SAUK RIVER AB WHITECHUCK RIVER NEAR DARRINGTON, WA",12186000,398.642012935909
2158,US,-121.30544,48.19837,"SAUK RIVER NEAR SAUK, WA",12189500,1858.62006647429
2159,US,-113.52549,48.33106,Middle Fork Flathead River nr West Glacier MT,12358500,2917.03034630919
2160,US,-114.77652,47.79958,Mill Cr ab Bassoo Cr nr Niarada MT,12374250,53.2978603086396
2161,US,-113.95571,47.51015,South Crow Creek near Ronan MT,12375900,19.7280350232959
2163,US,-113.79674,47.13612,South Fork Jocko River near Arlee MT,12381400,148.952778201813
2164,US,-113.92311,47.13778,Big Knife Creek near Arlee MT,12383500,17.6993804519487
2165,US,-114.39995,47.24214,Revais Cr bl West Fork nr Dixon MT,12388400,76.5574783089836
2166,US,-115.51775,47.54662,Prospect Creek at Thompson Falls MT,12390700,469.739774451245
2167,US,-116.20144,47.88082,NF COEUR D ALENE R AB SHOSHONE CK NR PRICHARD ID,12411000,866.120102145196
2168,US,-115.73029,47.20179,ST JOE RIVER AT CALDER ID,12414500,2660.41593519347
2169,US,-120.17706,48.87455,"ANDREWS CREEK NEAR MAZAMA, WA",12447390,58.3993754102017
2170,US,-120.85942,48.39009,"STEHEKIN RIVER AT STEHEKIN, WA",12451000,830.333301508838
2171,US,-121.37304,46.91894,"AMERICAN RIVER NEAR NILE, WA",12488500,206.113257019672
2172,US,-110.35561,43.988,PACIFIC CREEK AT MORAN WY,13011500,405.212478093249
2173,US,-110.10773,43.87215,BUFFALO FORK AB LAVA CREEK NR MORAN WY,13011900,848.011300628544
2174,US,-110.65675,43.44024,"CACHE CREEK NEAR JACKSON, WY",13018300,29.4723684926312
2175,US,-110.73945,42.90541,GREYS RIVER AB RESERVOIR NR ALPINE WY,13023000,1163.74215915585
2176,US,-114.11027,42.15317,TRAPPER CREEK NR OAKLEY ID,13083000,181.854520171107
2177,US,-115.55631,41.7042,BRUNEAU RIVER AT ROWLAND NV,13161500,990.358977898096
2178,US,-115.30613,44.14179,SF PAYETTE RIVER AT LOWMAN ID,13235000,1158.49240231157
2180,US,-115.71912,44.74935,SF SALMON RIVER NR KRASSEL RANGER STATION ID,13310700,854.760487114903
2181,US,-115.50648,44.74458,JOHNSON CREEK AT YELLOW PINE ID,13313000,564.967643139525
2182,US,-117.57786,45.32122,"MINAM RIVER NEAR MINAM, OR",13331500,619.116823682715
2184,US,-115.78348,45.85533,SF CLEARWATER RIVER AT STITES ID,13338500,3025.70334463803
2185,US,-115.33135,46.11206,CLEARWATER RIVER AT OROFINO ID,13340000,14271.0283410264
2186,US,-115.27194,46.70034,NF CLEARWATER RIVER NR CANYON RANGER STATION ID,13340600,3354.67230642826
2187,US,-118.18835,45.69477,"UMATILLA RIVER ABOVE MEACHAM CREEK, NR GIBBON, OR",14020000,343.46783095047
2188,US,-121.70809,44.74743,"SHITIKE CR, AT PETERS PASTURE, NR WARM SPRINGS, OR",14092750,64.9160858267103
2189,US,-121.46096,45.03435,"BEAVER CREEK, BLW QUARTZ CR, NR SIMNASHO, OR.",14096850,384.275551021385
2190,US,-121.87651,45.30801,"SANDY RIVER NEAR MARMOT, OR",14137000,676.455308325476
2191,US,-121.87952,45.43958,"BLAZED ALDER CREEK NEAR RHODODENDRON, OREG.",14138800,21.8339036791165
2192,US,-121.9875,45.4718,"FIR CREEK NEAR BRIGHTWOOD, OR",14138870,15.3414316170104
2195,US,-122.04301,45.41544,"LITTLE SANDY RIVER NEAR BULL RUN, OREG.",14141500,60.3298737849865
2196,US,-122.71525,43.66204,"ROW RIVER ABOVE PITCHER CREEK NEAR, DORENA, OREG",14154500,549.577802100499
2198,US,-122.07449,44.36002,"SMITH R AB SMITH R RES NR BELKNAP SPRGS,OREG.",14158790,40.7654679519647
2199,US,-123.45066,44.10252,"LONG TOM RIVER NEAR NOTI, OREG.",14166500,238.142307560022
2200,US,-122.34103,44.82652,"LITTLE NORTH SANTIAM RIVER NEAR MEHAMA, OR",14182500,292.89938647373
2201,US,-122.31802,44.37924,"SOUTH SANTIAM RIVER BELOW CASCADIA, OR",14185000,449.695761422838
2202,US,-122.31096,44.58919,"QUARTZVILLE CREEK NEAR CASCADIA, OREG.",14185900,258.386182149479
2203,US,-122.53038,44.32938,"WILEY CREEK NEAR FOSTER, OR",14187000,137.760285176464
2204,US,-122.01595,46.21386,"MUDDY CREEK BELOW CLEAR CREEK NEAR COUGAR, WA",14216500,349.923849783561
2205,US,-122.28502,45.80792,"EAST FORK LEWIS RIVER NEAR HEISSON, WA",14222500,329.055185680456
2206,US,-122.28922,46.605,"TILTON RIVER AB BEAR CANYON CREEK NEAR CINEBAR, WA",14236200,364.498136035102
2207,US,-123.39198,45.86674,"NEHALEM RIVER NEAR FOSS, OR",14301000,1745.22741610376
2208,US,-123.53069,45.3237,"TUCCA CREEK NEAR BLAINE, OR.",14303200,8.07480282388335
2209,US,-123.71999,44.81731,"SILETZ RIVER AT SILETZ, OR",14305500,526.423213172375
2210,US,-123.60289,44.26003,"EAST FORK LOBSTER CREEK NEAR ALSEA, OR.",14306340,14.756227918601
2211,US,-123.67576,44.34974,"ALSEA RIVER NEAR TIDEWATER, OR",14306500,860.664711283211
2212,US,-123.04089,42.79438,"COW CREEK ABV GALESVILLE RES, NR AZALEA, OR.",14308990,171.309553208337
2213,US,-123.74216,42.83017,"WEST FORK COW CREEK NEAR GLENDALE, OR",14309500,226.314346471923
